44,Beneteau,First 31.7,2001,31.53,10.6,6.23,8267,55000.00,2,1,mono,fractional sloop,,,
45,Beneteau,Cyclades,2008,51.34,16.08,6.56,27954,140000.00,4,3,mono,masthead sloop,Yanmar,diesel,
46,Beneteau,First 235,1987,23.33,8.17,3.8,2826,4900.00,1,1,mono,fractional sloop,n/a,,
47,Beneteau,First 30 E,1982,30.5,10.66,5.5,7055,27000.00,2,1,mono,masthead sloop,Volvo,diesel,17HP
48,Beneteau,First 35,1992,35.17,12.17,6.25,10485,25500.00,2,1,mono,masthead sloop,Volvo,diesel,25HP
49,Beneteau,First 325,1986,32.48,11.05,5.8,9700,27000.00,2,1,mono,masthead sloop,Volvo Penta,diesel,18HP
50,Beneteau,First 305,1987,30.5,10.5,6,8242,28000.00,2,1,mono,masthead sloop,Volvo Penta,diesel,18HP
51,Beneteau,25 Platu,2015,24.58,8.5,5.17,2755,25000.00,0,0,mono,fractional sloop,n/a,diesel,
52,Broadblue,435ST,2010,43,21.83,,19753,66000.00,2,1,mono,masthead sloop,Yanmar,diesel,
53,Cape Dory,36,1981,36.13,10.67,5,16100,17500.00,1,1,mono,Cutter,Westerbeke,diesel,13HP
54,Cape Dory,270,1984,27.25,9.42,7,8380,40000.00,1,1,mono,fractional sloop,Yanmar,diesel,
55,Catalina,445,2016,44.29,13.52,7,23499,329000.00,2,2,mono,fractional sloop,,,
56,Catalina,36,,35.58,11.92,5.3,15000,,2,1,mono,masthead sloop,,,
57,Catalina,36 Mk II,1999,36,12,4.5,15000,80000.00,2,1,mono,masthead sloop,Universal,diesel,35HP
58,Catalina,42 Mk II,2004,41.86,13,4,20500,160000.00,2,2,mono,masthead sloop,Yanmar,diesel,50HP
59,Catalina,470,1999,47,14,6,27000,238000.00,2,1,mono,,,,
60,Catalina,400,1997,40.5,13.5,6.92,20500,99000.00,2,2,mono,masthead sloop,Westerbeke,diesel,42HP
