186403,05-JUL-19 14.00.00,direct,245406,5,4913,491,491,126,Standard,2,ship_asap,9,Occasional,270881,9
186417,10-AUG-19 07.00.00,online,44833,5,6086,465,465,406,Standard,4,ship_when_ready,1,Occasional,140185,1
186423,27-JUL-19 11.00.00,direct,68661,6,7134,614,614,717,Express,3,ship_when_ready,6,Prime,242677,6
184988,30-JUN-19 22.00.00,online,131106,6,7565,652,652,876,Standard,4,ship_when_ready,3,Occasional,331289,3
185007,09-DEC-19 22.00.00,online,8865,5,5658,475,474,492,Standard,2,ship_when_ready,6,Prime,76912,6
185008,13-JUL-19 04.00.00,online,43824,6,5686,569,568,987,Next_Day,3,ship_when_ready,6,Occasional,329943,6
185015,17-SEP-19 09.00.00,online,14011,4,5124,403,402,658,Next_Day,3,ship_when_ready,1,Occasional,311496,1
185017,15-MAR-19 01.00.00,online,192051,4,4784,393,392,621,Next_Day,3,ship_asap,9,Occasional,57899,9
185024,07-JUN-19 05.00.00,direct,38419,5,5439,544,543,925,Standard,1,ship_when_ready,7,Occasional,53641,7
185025,16-JUL-19 22.00.00,online,136895,6,7295,656,656,896,Collection,1,ship_when_ready,5,Occasional,117539,5
185030,08-FEB-19 19.00.00,direct,167243,6,6705,592,591,155,Express,1,ship_when_ready,2,Regular,324155,2
185032,01-AUG-19 11.00.00,online,196810,5,4722,472,472,340,Standard,1,ship_when_ready,7,Occasional,185520,7
185033,13-OCT-19 20.00.00,online,171203,5,5843,478,477,143,Standard,3,ship_when_ready,8,Occasional,230145,8
185037,07-FEB-19 08.00.00,direct,149452,4,4381,438,438,493,Standard,2,ship_when_ready,7,Occasional,316208,7
185042,20-JUN-19 22.00.00,direct,29824,6,5754,575,575,235,Next_Day,4,ship_when_ready,1,Prime,167952,1
185045,22-JUL-19 10.00.00,online,195815,5,5551,450,450,134,Next_Day,2,ship_when_ready,8,Prime,128604,8
185046,05-APR-19 13.00.00,direct,111735,5,6959,546,545,585,Express,2,ship_asap,9,Business,24958,9
185047,29-DEC-19 14.00.00,online,236879,4,4907,359,358,281,Standard,1,ship_when_ready,2,Occasional,94205,2
185051,16-AUG-19 01.00.00,direct,52030,5,4951,495,495,934,Standard,2,ship_asap,7,Occasional,68164,7
185053,17-JUL-19 08.00.00,online,196941,6,6951,594,594,471,Standard,4,ship_when_ready,3,Occasional,322888,3
185279,08-DEC-19 14.00.00,online,208968,4,4503,373,373,111,Express,3,ship_when_ready,3,Occasional,88677,3
185287,31-MAR-19 18.00.00,online,206941,5,5220,522,522,724,Standard,2,ship_when_ready,4,Occasional,124253,4
185289,23-SEP-19 03.00.00,online,81966,5,5229,523,522,873,Standard,1,ship_when_ready,9,Occasional,292160,9
185291,01-JAN-19 18.00.00,online,81728,6,6710,559,558,527,Next_Day,4,ship_when_ready,5,Occasional,275773,5
185298,31-DEC-19 09.00.00,direct,71104,5,8386,491,490,601,Express,2,ship_when_ready,7,Regular,192256,7
185302,29-DEC-19 06.00.00,direct,47005,6,6298,630,629,850,Next_Day,4,ship_when_ready,4,Occasional,312184,4
185309,10-OCT-19 23.30.00,online,193702,5,5088,509,508,340,Collection,1,ship_when_ready,7,Prime,172341,7
185315,26-OCT-19 22.00.00,online,12292,6,6961,572,572,577,Collection,3,ship_when_ready,1,Occasional,337009,1
185318,24-APR-19 11.00.00,online,161879,4,5176,397,396,578,Next_Day,4,ship_asap,2,Occasional,77792,2
185320,31-JAN-19 11.00.00,online,221522,5,5927,513,513,881,Standard,2,ship_when_ready,8,Occasional,85669,8
185336,10-SEP-19 11.00.00,online,202145,4,4192,340,340,950,Express,1,ship_when_ready,5,Occasional,8187,5
185337,15-SEP-19 15.00.00,direct,184983,5,5454,545,545,681,Express,4,ship_when_ready,6,Occasional,374304,6
185343,11-MAY-19 16.00.00,direct,236471,4,4374,438,437,794,Standard,3,ship_when_ready,2,Occasional,277822,2
186443,18-SEP-19 17.00.00,online,101543,4,4171,417,417,182,Standard,2,ship_when_ready,2,Prime,289800,2
186444,28-MAR-19 06.00.00,direct,201995,5,8524,503,503,656,Express,3,ship_asap,8,Business,26644,8
186446,20-APR-19 23.30.00,online,182838,4,4341,434,434,759,Standard,1,ship_when_ready,3,Occasional,67715,3
186463,21-SEP-19 06.00.00,online,186483,4,4110,411,411,573,Standard,3,ship_when_ready,6,Prime,60900,6
186464,15-JUN-19 16.00.00,direct,210752,9,9892,897,897,107,Standard,4,ship_when_ready,8,Prime,121509,8
186478,29-JUN-19 16.00.00,direct,98020,4,5061,398,397,427,Express,1,ship_when_ready,4,Prime,187465,4
186489,09-APR-19 09.00.00,direct,201124,7,6785,678,678,52,Express,2,ship_when_ready,7,Regular,204170,7
186490,08-MAY-19 11.00.00,direct,185996,4,4143,414,414,257,Standard,4,ship_when_ready,5,Regular,227102,5
185061,08-AUG-19 09.00.00,direct,89448,5,5535,471,471,600,Standard,3,ship_when_ready,6,Occasional,245140,6
185068,16-AUG-19 23.30.00,online,189822,5,5042,504,504,510,Standard,1,ship_asap,6,Occasional,60311,6
185074,28-OCT-19 06.00.00,online,224096,4,4743,371,370,581,Next_Day,1,ship_when_ready,5,Occasional,14268,5
185081,02-AUG-19 02.00.00,online,46307,6,5748,575,574,872,Standard,4,ship_when_ready,8,Regular,253955,8
185088,04-JAN-19 03.00.00,online,162506,5,5455,473,473,26,Collection,4,ship_when_ready,8,Occasional,142107,8
185093,16-AUG-19 03.00.00,direct,2660,5,4839,484,483,11,Collection,1,ship_asap,2,Business,255793,2
185108,30-SEP-19 22.00.00,direct,15886,6,7786,564,564,532,Standard,1,ship_when_ready,1,Occasional,311145,1
185118,10-FEB-19 02.00.00,online,77239,5,5887,485,484,814,Next_Day,4,ship_when_ready,4,Occasional,176589,4
185123,04-FEB-19 04.00.00,direct,49413,6,6212,621,621,591,Standard,2,ship_when_ready,6,Regular,199782,6
185353,19-SEP-19 22.00.00,direct,84936,5,5193,519,519,33,Standard,3,ship_when_ready,6,Occasional,275535,6
185356,10-FEB-19 11.00.00,direct,185842,5,6185,542,542,190,Next_Day,4,ship_asap,1,Occasional,1134,1
185358,24-NOV-19 05.00.00,direct,100562,4,4297,430,429,767,Next_Day,4,ship_when_ready,2,Occasional,184448,2
185363,10-JUN-19 15.00.00,online,85644,8,9727,785,785,810,Express,2,ship_when_ready,9,Occasional,11278,9
185364,06-AUG-19 15.00.00,online,57447,6,9215,659,659,135,Standard,4,ship_asap,9,Occasional,251208,9
185365,13-AUG-19 14.00.00,direct,10257,3,5285,309,308,60,Standard,1,ship_when_ready,6,Occasional,135724,6
185371,15-JAN-19 04.00.00,online,55578,5,6624,457,456,537,Express,4,ship_asap,6,Business,154907,6
185374,06-FEB-19 18.00.00,direct,241122,5,5497,550,549,705,Next_Day,2,ship_when_ready,3,Occasional,275022,3
185382,23-MAR-19 22.00.00,direct,94471,4,5544,412,412,850,Next_Day,2,ship_when_ready,4,Occasional,247019,4
185385,17-SEP-19 17.00.00,online,241916,5,7468,529,529,71,Standard,1,ship_when_ready,8,Occasional,58984,8
185390,16-MAR-19 17.00.00,direct,89635,6,7562,644,644,178,Express,1,ship_when_ready,7,Prime,336821,7
185397,08-DEC-19 03.00.00,online,204155,5,8675,446,446,620,Collection,2,ship_asap,8,Business,201770,8
185402,24-OCT-19 07.00.00,online,149575,3,4941,309,308,655,Express,3,ship_when_ready,7,Prime,210297,7
185406,20-JAN-19 17.00.00,direct,232169,6,8289,559,558,239,Standard,2,ship_when_ready,5,Occasional,253207,5
185411,02-MAY-19 09.00.00,online,32861,6,7929,583,582,47,Express,3,ship_when_ready,2,Prime,194292,2
186516,08-OCT-19 23.30.00,direct,187375,4,3760,376,376,394,Standard,1,ship_when_ready,7,Regular,94442,7
186517,15-MAR-19 01.00.00,online,191384,7,7708,674,674,917,Standard,4,ship_when_ready,8,Occasional,294641,8
186519,10-APR-19 10.00.00,direct,8199,6,8804,617,617,831,Collection,1,ship_when_ready,3,Prime,325983,3
186522,12-JUL-19 12.00.00,direct,119730,6,8239,624,623,36,Standard,2,ship_when_ready,9,Prime,224990,9
186526,10-SEP-19 08.00.00,online,116930,6,6904,572,571,404,Standard,1,ship_when_ready,8,Occasional,93199,8
186532,24-FEB-19 20.00.00,direct,50018,5,5629,461,461,224,Standard,2,ship_when_ready,8,Occasional,328774,8
186540,20-MAY-19 23.30.00,direct,61049,6,9309,607,606,455,Collection,1,ship_when_ready,5,Occasional,240521,5
186547,20-JUN-19 08.00.00,online,154288,7,10023,721,721,109,Standard,1,ship_when_ready,1,Occasional,240631,1
186553,05-JAN-19 12.00.00,online,141352,5,8595,527,526,817,Standard,3,ship_when_ready,7,Prime,203006,7
186555,31-JAN-19 14.00.00,direct,217133,5,4575,458,457,71,Express,1,ship_when_ready,8,Prime,92081,8
186570,06-NOV-19 12.00.00,direct,5242,5,5781,488,487,931,Standard,3,ship_when_ready,4,Regular,131278,4
186573,12-JUL-19 18.00.00,online,210434,7,6667,667,666,20,Standard,1,ship_when_ready,2,Occasional,316081,2
186575,16-FEB-19 11.00.00,online,219614,5,4650,465,465,113,Express,3,ship_when_ready,5,Occasional,286428,5
186578,03-MAY-19 10.00.00,direct,98802,5,4664,466,466,675,Standard,3,ship_when_ready,9,Regular,174488,9
185129,01-JUN-19 20.00.00,direct,4289,5,6539,516,516,452,Collection,2,ship_when_ready,2,Occasional,12893,2
185137,24-AUG-19 10.00.00,online,35027,3,5188,303,302,314,Express,3,ship_when_ready,8,Prime,56440,8
185138,14-OCT-19 11.00.00,direct,199985,8,8748,874,874,245,Next_Day,4,ship_when_ready,2,Regular,149223,2
185141,16-FEB-19 20.00.00,online,214352,7,7176,717,717,470,Next_Day,4,ship_when_ready,2,Regular,218390,2
185145,16-JUL-19 10.00.00,online,36968,6,8479,621,621,239,Collection,4,ship_when_ready,5,Occasional,321159,5
185160,30-NOV-19 08.00.00,online,166428,8,8133,813,813,750,Express,2,ship_when_ready,3,Prime,205206,3
185163,12-AUG-19 20.00.00,online,30929,6,11535,593,593,248,Next_Day,4,ship_when_ready,5,Occasional,44156,5
185176,02-APR-19 19.00.00,direct,50977,5,9163,525,524,670,Express,1,ship_when_ready,4,Occasional,87098,4
185187,26-MAY-19 09.00.00,online,191677,6,5921,592,592,712,Express,2,ship_when_ready,1,Occasional,27602,1
185191,20-MAR-19 14.00.00,online,246755,6,8543,639,639,626,Next_Day,1,ship_asap,5,Occasional,292235,5
185198,26-JAN-19 05.00.00,online,28676,4,5635,368,368,260,Standard,4,ship_when_ready,8,Prime,14564,8
185420,20-SEP-19 05.00.00,online,100567,5,6002,500,500,508,Standard,4,ship_asap,4,Business,3476,4
185421,30-JUL-19 11.00.00,online,975,6,6951,588,587,168,Next_Day,3,ship_when_ready,6,Occasional,16036,6
185422,06-AUG-19 11.00.00,online,212557,6,6555,573,572,259,Standard,3,ship_when_ready,7,Regular,238388,7
185423,06-MAY-19 21.00.00,online,185018,5,6272,505,504,602,Collection,3,ship_asap,8,Occasional,48557,8
185424,23-MAY-19 21.00.00,direct,71299,4,7168,395,394,802,Standard,4,ship_when_ready,1,Occasional,337861,1
185429,16-FEB-19 22.00.00,direct,121639,7,6980,698,698,220,Standard,2,ship_asap,4,Occasional,307974,4
185438,31-MAR-19 15.00.00,direct,83899,4,4302,430,430,34,Standard,4,ship_asap,7,Occasional,24556,7
185446,14-NOV-19 03.00.00,direct,47833,4,7512,403,403,778,Standard,4,ship_when_ready,4,Occasional,193994,4
185449,05-DEC-19 21.00.00,direct,133151,4,4567,369,368,548,Standard,3,ship_asap,8,Occasional,276106,8
185450,02-APR-19 19.00.00,direct,49451,5,7396,505,504,602,Next_Day,4,ship_when_ready,8,Occasional,153580,8
185457,11-MAY-19 19.00.00,online,237837,5,5858,494,493,639,Standard,2,ship_when_ready,9,Prime,131968,9
185469,29-JUN-19 11.00.00,online,80815,4,4006,401,400,679,Standard,4,ship_when_ready,4,Occasional,281653,4
185485,29-MAY-19 08.00.00,online,182812,5,6216,534,534,970,Express,1,ship_when_ready,7,Occasional,269928,7
185486,26-JAN-19 05.00.00,direct,155923,6,6154,615,615,343,Standard,2,ship_asap,1,Occasional,61502,1
186590,04-JUL-19 12.00.00,online,67311,4,4430,443,443,843,Standard,2,ship_when_ready,6,Prime,185862,6
186595,13-OCT-19 11.00.00,direct,154987,6,5976,598,597,745,Standard,2,ship_asap,7,Business,293157,7
186597,28-MAR-19 07.00.00,direct,60084,4,3956,396,395,189,Standard,3,ship_asap,9,Occasional,321287,9
186608,09-SEP-19 10.00.00,online,11143,6,7050,630,630,568,Standard,4,ship_when_ready,1,Regular,185503,1
186610,02-APR-19 11.00.00,online,100618,5,5754,472,471,298,Standard,4,ship_when_ready,1,Prime,92895,1
186613,25-AUG-19 22.00.00,online,137832,6,7329,621,621,174,Express,2,ship_when_ready,3,Occasional,70053,3
186618,27-DEC-19 11.00.00,online,189094,4,3885,389,388,364,Standard,3,ship_when_ready,4,Occasional,81664,4
186625,01-JUN-19 08.00.00,online,198614,5,6303,516,516,203,Collection,1,ship_asap,5,Business,329600,5
186636,06-JUL-19 14.00.00,online,203876,5,6502,549,549,998,Standard,4,ship_when_ready,8,Prime,177607,8
186647,25-AUG-19 04.00.00,online,50149,5,4682,468,468,61,Collection,4,ship_when_ready,7,Occasional,212033,7
185207,19-NOV-19 12.00.00,online,208677,5,6008,490,490,570,Standard,3,ship_asap,3,Occasional,2293,3
185208,21-NOV-19 20.00.00,online,243114,4,6017,339,338,174,Standard,2,ship_when_ready,3,Prime,310222,3
185214,13-JAN-19 19.00.00,online,98813,5,5205,521,520,110,Standard,2,ship_asap,2,Occasional,8650,2
185216,06-OCT-19 06.00.00,direct,199739,6,6539,654,653,503,Standard,4,ship_asap,8,Business,58350,8
185219,09-DEC-19 03.00.00,online,107354,5,7864,463,462,563,Standard,1,ship_when_ready,5,Prime,38550,5
185223,18-OCT-19 11.00.00,direct,43242,5,7357,455,455,936,Standard,3,ship_when_ready,9,Occasional,7408,9
185225,10-SEP-19 11.00.00,online,112365,4,6831,370,370,234,Standard,3,ship_when_ready,9,Occasional,27771,9
185231,19-JAN-19 08.00.00,direct,232467,5,4587,459,458,579,Standard,1,ship_asap,3,Occasional,26013,3
185234,18-JUL-19 06.00.00,online,115840,5,5894,502,501,847,Next_Day,2,ship_when_ready,1,Occasional,145217,1
185236,29-NOV-19 09.00.00,online,47907,4,4806,377,376,294,Express,4,ship_when_ready,6,Prime,312479,6
185237,19-JAN-19 07.00.00,online,46934,4,4685,378,377,884,Standard,2,ship_when_ready,2,Regular,171131,2
185248,15-APR-19 18.00.00,online,116176,4,5080,355,354,331,Express,1,ship_when_ready,7,Occasional,24942,7
185255,06-JUN-19 09.00.00,direct,165249,4,4454,358,357,516,Collection,3,ship_when_ready,3,Occasional,122868,3
185272,13-AUG-19 16.00.00,direct,244804,5,6475,515,515,634,Standard,1,ship_when_ready,4,Occasional,244423,4
185504,08-MAR-19 13.00.00,online,118309,6,5671,567,567,232,Express,2,ship_asap,7,Occasional,133008,7
185508,19-FEB-19 05.00.00,online,51951,4,4181,418,418,942,Standard,3,ship_when_ready,6,Occasional,269393,6
185511,04-OCT-19 07.00.00,direct,78747,2,2178,218,217,183,Standard,1,ship_asap,3,Occasional,70698,3
185513,05-MAR-19 11.00.00,direct,62077,3,3008,301,300,502,Express,3,ship_when_ready,7,Occasional,159771,7
185522,31-JUL-19 09.00.00,direct,130405,5,6678,459,458,940,Collection,4,ship_when_ready,4,Occasional,20852,4
185523,09-AUG-19 18.00.00,online,29227,6,6060,606,606,742,Next_Day,3,ship_when_ready,4,Occasional,231833,4
185530,16-FEB-19 14.00.00,direct,212653,5,8101,552,552,40,Collection,2,ship_when_ready,4,Occasional,116529,4
185535,04-AUG-19 14.00.00,online,195041,5,5688,480,479,464,Standard,4,ship_when_ready,5,Occasional,114773,5
185545,19-AUG-19 11.00.00,online,248690,6,6354,635,635,572,Next_Day,1,ship_when_ready,5,Prime,140933,5
185548,14-OCT-19 16.00.00,online,214278,3,6013,319,318,924,Collection,1,ship_when_ready,6,Prime,211889,6
185554,24-AUG-19 16.00.00,online,99545,5,5546,555,554,497,Standard,1,ship_when_ready,2,Prime,56131,2
185555,06-MAY-19 22.00.00,online,48541,3,3251,325,325,829,Next_Day,4,ship_when_ready,1,Occasional,68673,1
185559,05-SEP-19 23.30.00,online,52033,4,4260,426,426,553,Standard,3,ship_when_ready,4,Occasional,34034,4
185560,16-APR-19 07.00.00,online,125642,7,7832,673,672,893,Next_Day,1,ship_when_ready,2,Regular,245524,2
185563,30-AUG-19 03.00.00,online,193338,7,6736,673,673,432,Express,2,ship_when_ready,9,Prime,7977,9
186664,22-JUL-19 09.00.00,online,121774,5,5461,546,546,682,Standard,4,ship_when_ready,7,Prime,238303,7
186668,04-DEC-19 15.00.00,online,241325,5,4458,446,445,602,Standard,4,ship_when_ready,8,Occasional,181607,8
186670,14-DEC-19 20.00.00,direct,57759,3,3053,306,305,633,Standard,2,ship_when_ready,3,Occasional,345248,3
186674,13-JAN-19 01.00.00,online,141799,4,4037,404,403,661,Standard,4,ship_when_ready,4,Occasional,279573,4
186687,27-FEB-19 07.00.00,online,146825,5,5203,520,520,593,Express,4,ship_asap,8,Occasional,58193,8
186695,10-DEC-19 01.00.00,online,62096,4,4881,421,420,215,Standard,3,ship_asap,8,Business,264655,8
186711,21-MAY-19 16.00.00,direct,111486,7,7252,725,725,459,Standard,1,ship_asap,9,Occasional,258382,9
186712,30-DEC-19 07.00.00,online,157341,6,10942,630,629,231,Standard,1,ship_asap,6,Business,369166,6
186715,09-FEB-19 01.00.00,online,65959,2,2124,213,212,55,Standard,1,ship_when_ready,1,Occasional,12632,1
186718,01-MAR-19 16.00.00,online,192779,6,6081,608,608,464,Standard,1,ship_asap,5,Business,723,5
186722,09-JUL-19 18.00.00,online,112516,5,7586,542,541,286,Standard,2,ship_when_ready,7,Occasional,142487,7
183388,27-JUL-19 10.00.00,online,108285,8,8964,797,796,549,Standard,3,ship_asap,9,Occasional,177085,9
183389,23-AUG-19 21.00.00,online,188897,5,5477,457,456,239,Next_Day,1,ship_when_ready,5,Prime,76583,5
183393,28-DEC-19 11.00.00,online,211513,6,5805,580,580,85,Collection,1,ship_asap,4,Occasional,137488,4
183398,28-OCT-19 21.00.00,online,18371,5,5027,503,502,767,Standard,4,ship_when_ready,2,Occasional,285010,2
183400,12-APR-19 10.00.00,online,192682,4,3982,398,398,526,Standard,4,ship_when_ready,4,Occasional,146349,4
183402,05-JUN-19 08.00.00,online,158139,6,8895,567,566,474,Standard,3,ship_when_ready,6,Occasional,297304,6
183421,09-JUN-19 19.00.00,direct,135225,6,6880,584,584,927,Express,4,ship_when_ready,9,Occasional,240520,9
183422,06-OCT-19 20.00.00,direct,92501,4,4155,416,415,353,Next_Day,1,ship_when_ready,2,Prime,155697,2
183441,30-JUL-19 08.00.00,direct,213260,4,7913,369,369,851,Standard,1,ship_when_ready,5,Prime,132136,5
183444,03-MAY-19 23.30.00,online,6947,7,7732,773,773,557,Standard,4,ship_when_ready,8,Occasional,26689,8
183446,28-NOV-19 19.00.00,direct,155433,5,5288,529,528,609,Collection,4,ship_when_ready,6,Occasional,340715,6
183449,24-OCT-19 05.00.00,online,135280,3,4011,332,331,322,Next_Day,1,ship_asap,7,Occasional,243289,7
183452,21-JUL-19 04.00.00,direct,103681,6,8674,645,645,220,Standard,4,ship_asap,4,Business,182843,4
183453,01-JAN-19 09.00.00,direct,87539,6,8306,570,569,155,Next_Day,4,ship_when_ready,2,Occasional,146193,2
183458,03-MAR-19 08.00.00,online,38694,4,4085,409,408,108,Standard,4,ship_when_ready,9,Occasional,308855,9
185572,28-FEB-19 14.00.00,online,100942,6,6145,614,614,109,Next_Day,2,ship_when_ready,1,Occasional,152826,1
185574,20-DEC-19 12.00.00,direct,105129,6,6789,577,577,744,Collection,3,ship_when_ready,6,Prime,352870,6
185579,02-JAN-19 17.00.00,direct,194801,7,8902,698,698,902,Standard,4,ship_asap,2,Business,362713,2
185584,15-MAY-19 17.00.00,online,231681,5,4667,467,466,240,Collection,4,ship_when_ready,6,Occasional,204920,6
185590,18-SEP-19 11.00.00,online,233799,5,7750,471,470,699,Standard,4,ship_when_ready,6,Occasional,21972,6
185605,03-JUL-19 02.00.00,online,189006,5,6149,535,534,132,Standard,4,ship_when_ready,6,Occasional,212508,6
185612,07-NOV-19 07.00.00,direct,43496,3,2899,290,289,977,Express,4,ship_when_ready,5,Prime,138438,5
185614,16-AUG-19 11.00.00,online,241397,5,7180,533,532,779,Express,1,ship_when_ready,5,Regular,102348,5
185619,16-SEP-19 12.00.00,direct,191884,5,6254,522,521,676,Standard,1,ship_when_ready,1,Occasional,181009,1
185626,25-SEP-19 16.00.00,direct,121236,7,7498,750,749,159,Standard,4,ship_when_ready,6,Occasional,312508,6
185636,17-DEC-19 12.00.00,online,167053,4,4182,418,418,178,Standard,1,ship_asap,7,Occasional,168384,7
185637,27-MAY-19 04.00.00,online,174474,5,5306,531,530,492,Next_Day,3,ship_when_ready,6,Occasional,236316,6
185638,28-JAN-19 04.00.00,direct,25063,4,5199,353,353,247,Standard,3,ship_asap,4,Occasional,215588,4
184259,10-JUL-19 19.00.00,direct,181350,5,6018,446,445,792,Express,1,ship_when_ready,9,Occasional,214981,9
184267,21-AUG-19 13.00.00,direct,194982,5,6339,543,542,336,Standard,4,ship_when_ready,3,Occasional,58078,3
184269,22-MAY-19 10.00.00,online,184955,6,6405,640,640,80,Standard,3,ship_when_ready,8,Occasional,228408,8
184271,12-NOV-19 20.00.00,online,12095,3,3053,306,305,614,Standard,3,ship_when_ready,2,Occasional,247275,2
184285,25-DEC-19 19.00.00,online,157447,5,5940,488,487,250,Standard,3,ship_asap,7,Occasional,62968,7
184301,15-SEP-19 12.00.00,online,19399,5,8041,461,460,613,Collection,2,ship_when_ready,1,Regular,318764,1
184304,07-FEB-19 16.00.00,online,85497,4,4198,349,348,411,Standard,3,ship_asap,6,Occasional,122852,6
184306,04-MAR-19 16.00.00,direct,139303,6,7917,653,653,394,Standard,3,ship_when_ready,7,Occasional,5969,7
184312,13-MAR-19 04.00.00,direct,246016,5,4462,446,446,850,Express,3,ship_when_ready,4,Occasional,117093,4
184315,06-MAY-19 23.30.00,online,140101,5,4686,469,468,607,Standard,4,ship_when_ready,4,Prime,316742,4
184319,10-JUN-19 21.00.00,direct,69040,5,5247,525,524,559,Standard,3,ship_asap,1,Occasional,1313,1
184320,23-AUG-19 20.00.00,direct,77848,3,3916,330,330,634,Standard,4,ship_when_ready,4,Regular,168258,4
184326,20-FEB-19 08.00.00,direct,237611,5,4632,463,463,974,Standard,1,ship_when_ready,2,Occasional,102799,2
183460,29-DEC-19 17.00.00,online,127694,6,6921,597,597,269,Collection,3,ship_when_ready,8,Prime,129471,8
183464,04-FEB-19 22.00.00,online,85147,5,7596,545,544,316,Standard,2,ship_asap,1,Business,118316,1
183479,09-MAY-19 17.00.00,online,151893,5,7480,454,453,381,Standard,2,ship_when_ready,3,Prime,308259,3
183484,27-JAN-19 15.00.00,direct,158894,6,5965,596,596,32,Standard,2,ship_when_ready,5,Occasional,343253,5
183486,15-JUL-19 05.00.00,direct,125309,5,4755,476,475,932,Collection,3,ship_when_ready,5,Occasional,273043,5
183487,09-MAR-19 10.00.00,online,3169,5,5494,477,477,964,Express,4,ship_when_ready,1,Occasional,104629,1
183490,26-NOV-19 08.00.00,direct,106818,5,6770,553,553,186,Express,3,ship_asap,6,Business,48993,6
183491,11-NOV-19 06.00.00,online,249063,5,8513,526,525,660,Collection,1,ship_when_ready,3,Occasional,348397,3
183494,09-OCT-19 12.00.00,online,140471,3,2873,288,287,218,Standard,3,ship_when_ready,2,Occasional,255117,2
183502,27-AUG-19 04.00.00,online,49445,4,3608,361,360,110,Standard,2,ship_asap,2,Business,79296,2
183503,01-MAR-19 05.00.00,online,124389,6,6473,647,647,621,Next_Day,1,ship_when_ready,9,Occasional,134253,9
183507,21-MAR-19 20.00.00,online,64066,5,5464,546,546,706,Express,3,ship_when_ready,4,Occasional,253946,4
183520,10-AUG-19 17.00.00,online,238552,4,4359,436,435,763,Next_Day,1,ship_when_ready,7,Regular,194420,7
183525,06-AUG-19 16.00.00,direct,198011,5,7430,536,536,392,Standard,4,ship_when_ready,5,Regular,18848,5
183528,04-APR-19 02.00.00,direct,191183,6,6980,642,642,41,Standard,2,ship_when_ready,5,Prime,213018,5
183529,04-JAN-19 07.00.00,online,175838,6,6417,642,641,995,Standard,3,ship_when_ready,5,Regular,168809,5
185654,09-OCT-19 04.00.00,online,240528,5,5356,536,535,801,Collection,2,ship_when_ready,9,Prime,14200,9
185673,11-MAY-19 04.00.00,online,163802,5,5062,506,506,635,Next_Day,2,ship_when_ready,5,Occasional,280022,5
185680,19-FEB-19 19.00.00,online,247801,5,5019,502,501,985,Collection,1,ship_when_ready,4,Occasional,354622,4
185682,24-JAN-19 10.00.00,online,148408,7,8694,670,670,613,Standard,4,ship_when_ready,1,Occasional,70405,1
185688,07-NOV-19 11.00.00,direct,134283,5,5518,461,460,141,Collection,3,ship_asap,6,Business,254123,6
185692,28-FEB-19 16.00.00,direct,208435,4,7094,421,420,517,Express,4,ship_when_ready,4,Occasional,207483,4
185693,05-SEP-19 15.00.00,direct,200682,8,8476,847,847,315,Standard,4,ship_when_ready,9,Occasional,332723,9
