144,Island Packet,27,1990,26.5,10.5,3.7,8000,39000.00,1,1,mono,Cutter,,,
145,Island Packet,35,1989,35.33,12,4.5,17500,70000.00,2,1,mono,Cutter,Yanmar,diesel,35HP
146,J Boats,J/22,1983,22.5,8,3.75,1790,6,900.00,1,0,mono,,Nissan,diesel,3.5HP
147,J Boats,J/145,2001,48,13,8.8,19000,529000.00,2,1,mono,fractional sloop,,,
148,J Boats,J/46,2000,46,13.8,6.2,24000,340000.00,2,1,mono,masthead sloop,,,
149,J Boats,J/121,2017,40,12.3,7.75,11900,475000.00,2,1,mono,masthead sloop,Yanmar,diesel,29HP
150,Jeanneau,45.2,1999,45,14.07,5.4,21208,95000.00,3,2,mono,fractional sloop,,,
151,Jeanneau,One Design 35,1991,34.75,11.5,6.4,8070,36000.00,2,1,mono,fractional sloop,Yanmar,diesel,
152,Jeanneau,Sun Odyssey 45,2007,45.11,14.34,6.73,22928,230000.00,2,2,mono,masthead sloop,,,
153,Jeanneau,Sun Odyssey 349,2017,33.92,11.29,6.5,11795,184000.00,3,1,mono,fractional sloop,,,
154,Jeanneau,Sun Odyssey 490,2018,47.25,14.75,7.3,24890,354000.00 ,2,2,mono,fractional sloop,,,
155,Jeanneau,57,2010,58.33,16.33,6.83,59810,353000.00,5,4,mono,fractional sloop,,,
156,Jeanneau,Sun Odyssey 36i,2011,35.89,11.78,6.36,12566,80000.00,3,1,mono,fractional sloop,,,
157,Jeanneau,Sun Odyssey 54 DS,2005,54.92,15.92,6.5,37479,322500.00,3,3,mono,masthead sloop,,,
158,Lagoon,380,2001,37.92,21.42,3.75,16005,229500.00,3,2,catamaran,fractional sloop,Yanmar,diesel,54HP,5/19/20,Owners - Asgard
159,Lagoon,380,2002,37.92,21.42,3.75,16005,195000.00,4,2,catamaran,fractional sloop,Yanmar,diesel,54HP
160,Lagoon,380,2004,37.92,21.42,3.75,16005,224000.00,3,2,catamaran,fractional sloop,Yanmar,diesel,58HP,5/19/20,Owners - Blue Moon of Amble
161,Lagoon,380,2015,37.92,21.42,3.75,16005,349,400.00,4,2,catamaran,fractional sloop,Yanmar,diesel,54HP,5/19/20,Armagnac
162,Lagoon ,400 S2,2014,39.3,23.1,4,22817,246,224.00,4,4,catamaran,fractional sloop,Yanmar,diesel,40HP,5/19/20,Beaune
163,Lagoon,620,2012,62,32.8,5,71076,1180000.00,4,4,catamaran,fractional sloop,,,
164,Lagoon,450,2013,45.8,25.82,4.27,33075,699000.00,4,4,catamaran,fractional sloop,Yanmar,diesel,40HP,5/19/20,Catjack
165,Lagoon,450,2014,45.8,25.82,4.27,33075,699000.00,3,3,catamaran,fractional sloop,,diesel,,7/5/18,Owners - Chapter Two
166,Lagoon,450,2014,45.8,25.82,4.27,33075,574,500.00,3,3,catamaran,fractional sloop,Yanmar,diesel,54HP
167,Lagoon,450,2015,45.8,25.82,4.27,33075,526000.00,4,3,catamaran,fractional sloop,,,
168,Lagoon,450 F,2017,45.8,25.82,4.27,33296,605000.00,3,3,catamaran,fractional sloop,Yanmar,diesel,57HP,,Owners - Albatross
169,Lagoon,560,2011,56,30.97,4.92,70547,996000.00,4,3,catamaran,fractional sloop,,,
170,Lagoon,57,1997,55,30,3,33025,616000.00,4,2,catamaran,fractional sloop,,,
171,Lagoon,440,2005,44,25.26,4.27,26786,359000.00,4,4,catamaran,fractional sloop,,,,1/19/20,
172,Lagoon,440,2007,44,25.26,4.27,26786,399000.00,3,3,catamaran,fractional sloop,Yanmar,diesel,54HP
173,Lagoon,42,2017,42,25.25,4,26460,442000.00,3,2,catamaran,fractional sloop,,,,1/19/20,
174,Lagoon,42,2019,42,25.25,4,26460,623000.00,3,3,catamaran,,Yanmar - 4JH57,diesel,57HP,1/19/20,
175,Lagoon,46,2019,45.24,25.1,4.25,36603,837000.00,4,4,catamaran,,Yanmar - 4JH57,diesel,57HP
176,Leopard,39,2012,37.5,19.75,3.42,20120,340000.00,3,2,catamaran,fractional sloop,,,
177,Leopard,40,2017,39.25,20.18,3.84,16850,463300.00,3,2,catamaran,fractional sloop,Yanmar,diesel,
178,Leopard,43,2005,42.5,22.7,4.25,19600,295000.00,4,4,catamaran,fractional sloop,Yanmar,diesel,
179,Leopard,46,2009,46.3,24.8,4.43,24206,380000.00,4,4,catamaran,fractional sloop,Yanmar,diesel,
180,Leopard,42,2004,41.6,22.7,4.25,23100,289000.00,3,3,catamaran,fractional sloop,Saildrive,diesel,
181,Leopard,40,2018,39.33,22,4,,499000.00,4,2,catamaran,fractional sloop,2x Saildrive,diesel,29HP
182,Leopard,45,2019,45,24,4.66,,699000.00,4,2,catamaran,fractional sloop,2x Saildrive,diesel,45HP
183,Leopard,50,2019,50.5,26.5,5.25,,1045000.00,5,6,catamaran,fractional sloop,2x Saildrive,diesel,57HP
184,Leopard,58,2018,58,57.5,6,,1599000.00,6,6,catamaran,fractional sloop,2x Saildrive,diesel,80HP
